Obs,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,job_type,salary
11815,0.53,0.47,6,106,6,0,0,0,manageme,high
11817,0.8,0.6,5,217,3,0,0,0,manageme,high
11823,0.57,0.99,3,222,3,1,0,1,manageme,low
11826,0.29,0.57,5,134,2,0,0,1,marketin,medium
11827,0.81,0.81,5,250,4,0,0,1,sales,medium
11828,0.53,0.68,4,173,3,0,0,0,sales,medium
11838,0.7,0.95,3,158,2,0,0,0,product_,medium
11840,0.49,0.62,4,161,2,0,0,0,IT,medium
11842,0.57,0.59,2,111,2,0,0,0,manageme,high
11843,0.68,0.75,4,258,3,0,0,0,manageme,high
11845,0.69,0.75,3,253,3,0,0,0,manageme,high
11846,0.63,0.7,5,160,3,0,0,0,manageme,high
11849,0.82,0.69,3,250,3,0,0,0,accounti,low
11851,0.16,0.7,3,178,3,1,0,0,technica,low
11853,0.53,0.51,4,240,2,0,0,0,marketin,low
11856,0.92,0.94,2,224,2,0,0,0,sales,low
11858,0.79,0.62,5,167,3,0,0,0,sales,low
11859,0.53,0.64,3,168,3,0,0,0,sales,low
11861,0.78,0.9,5,158,3,0,0,0,sales,low
11866,0.74,0.87,5,224,2,0,0,0,support,medium
11871,0.86,0.71,5,273,3,0,0,0,support,medium
11873,0.97,0.94,4,253,3,0,0,0,support,medium
11874,0.69,0.87,5,174,3,0,0,0,support,medium
11877,0.4,0.47,5,173,5,0,0,0,technica,medium
11878,0.33,0.41,2,198,4,0,0,0,technica,medium
11880,0.78,0.8,3,256,2,0,0,0,IT,medium
11882,0.66,0.66,4,273,4,1,0,0,IT,low
11890,0.38,0.49,4,196,3,0,0,1,manageme,high
11892,0.49,0.4,2,148,2,1,0,1,manageme,high
11898,0.73,0.97,3,174,3,0,0,0,sales,low
11900,0.74,0.94,4,157,2,0,0,0,sales,medium
11901,0.83,0.57,2,222,2,0,0,0,sales,medium
11903,0.93,0.89,3,255,7,1,0,0,sales,medium
11906,0.21,0.85,6,285,7,0,0,0,sales,medium
11911,0.37,0.92,4,211,7,0,0,0,sales,high
11920,0.66,0.49,5,235,8,1,0,0,sales,low
11921,0.19,0.61,4,127,8,0,0,0,sales,low
11923,0.92,0.44,3,260,8,0,0,0,sales,low
11928,0.58,0.76,4,197,5,0,0,0,sales,low
11931,0.97,0.92,6,137,8,1,0,0,product_,low
11932,0.8,0.93,3,225,4,0,0,0,product_,low
11936,0.5,0.86,3,180,7,0,0,1,manageme,high
11939,0.15,0.74,6,144,7,0,0,1,manageme,high
11950,0.71,0.66,3,268,4,0,0,0,marketin,high
11951,0.49,0.88,4,244,3,0,0,0,sales,low
11952,0.71,0.69,4,222,4,0,0,0,sales,medium
11958,0.57,0.64,4,226,7,0,0,0,sales,low
11960,0.85,0.64,5,256,7,0,0,0,product_,low
11961,0.82,0.67,3,198,3,1,0,0,product_,low
11963,0.92,0.64,2,104,7,0,0,0,product_,low
11964,0.9,0.48,4,136,7,0,0,0,IT,low
11965,0.82,0.8,5,205,3,0,0,0,IT,low
11966,0.84,0.81,4,236,3,1,0,0,IT,low
11967,0.92,0.65,3,176,3,0,0,0,IT,low
11969,0.8,0.8,4,146,3,1,0,0,IT,low
11977,0.9,0.82,3,133,8,0,0,0,marketin,medium
11979,0.61,0.68,3,193,2,0,0,0,marketin,medium
11983,0.73,0.67,2,139,8,0,0,0,sales,medium
11985,0.52,0.61,4,187,4,1,0,0,sales,medium
11993,0.62,0.85,3,237,3,1,0,0,IT,medium
11994,0.64,0.5,4,253,10,0,0,1,manageme,high
11995,0.22,0.94,3,193,10,0,0,1,manageme,high
11996,0.9,0.55,3,259,10,1,0,1,manageme,high
11999,0.33,0.65,3,172,10,0,0,1,marketin,high
12006,0.41,0.5,2,153,3,0,1,0,sales,low
12010,0.42,0.53,2,142,3,0,1,0,sales,low
12017,0.45,0.47,2,160,3,0,1,0,sales,low
12018,0.78,0.99,4,255,6,0,1,0,sales,low
12020,0.76,0.89,5,262,5,0,1,0,sales,low
12022,0.38,0.55,2,147,3,0,1,0,sales,low
12023,0.09,0.95,6,304,4,0,1,0,sales,low
12025,0.4,0.53,2,158,3,0,1,0,sales,low
12034,0.45,0.55,2,140,3,0,1,0,hr,low
12035,0.84,0.87,4,246,6,0,1,0,hr,low
12037,0.38,0.46,2,137,3,0,1,0,technica,low
12040,0.41,0.54,2,152,3,0,1,0,technica,low
12042,0.45,0.48,2,158,3,0,1,0,technica,low
12044,0.1,0.8,7,281,4,0,1,0,technica,low
12047,0.4,0.55,2,147,3,0,1,0,support,low
12051,0.13,0.78,6,152,2,0,1,0,support,low
12059,0.38,0.54,2,128,3,0,1,0,technica,low
12060,0.85,1,4,225,5,0,1,0,technica,low
12064,0.36,0.56,2,132,3,0,1,0,IT,medium
12065,0.11,0.94,6,286,4,0,1,0,IT,medium
12080,0.39,0.56,2,142,3,0,1,0,accounti,low
12083,0.79,0.59,4,139,3,0,1,1,manageme,low
12093,0.42,0.48,2,143,3,0,1,0,sales,low
12094,0.46,0.55,2,129,3,0,1,0,sales,low
12095,0.09,0.83,6,255,4,0,1,0,sales,low
12100,0.9,1,5,221,6,0,1,0,sales,medium
12102,0.36,0.52,2,147,3,0,1,0,sales,medium
12104,0.09,0.94,7,267,4,0,1,0,sales,medium
12105,0.43,0.52,2,158,3,0,1,0,sales,medium
12106,0.24,0.46,7,224,5,0,1,0,accounti,medium
12108,0.44,0.5,2,148,3,0,1,0,accounti,medium
12115,0.84,1,5,234,5,0,1,0,technica,medium
12116,0.37,0.48,2,137,3,0,1,0,technica,medium
12117,0.86,0.68,5,263,2,0,1,0,technica,medium
12118,0.11,0.84,6,251,4,0,1,0,technica,low
12119,0.37,0.57,2,133,3,0,1,0,technica,low
12122,0.4,0.46,2,135,3,0,1,0,technica,low
12124,0.11,0.84,6,300,5,1,1,0,support,low
12129,0.09,0.82,6,250,4,0,1,0,support,low
12130,0.37,0.45,2,151,3,0,1,0,support,low
12136,0.31,0.84,7,133,5,0,1,0,technica,low
12138,0.42,0.48,2,129,3,0,1,0,manageme,low
12141,0.09,0.96,6,245,4,0,1,0,IT,low
12143,0.11,0.8,6,256,4,0,1,0,IT,low
12145,0.84,0.99,4,267,5,0,1,0,product_,low
12146,0.41,0.46,2,151,3,0,1,0,product_,low
12147,0.76,0.92,4,239,5,0,1,0,product_,low
12148,0.11,0.87,6,306,4,0,1,0,IT,low
12149,0.84,0.88,4,263,5,1,1,0,marketin,low
12155,0.39,0.48,2,160,3,0,1,0,sales,low
12160,0.45,0.45,2,132,3,0,1,0,marketin,low
12161,0.1,0.95,7,301,4,0,1,0,marketin,low
12166,0.11,0.84,7,296,4,0,1,0,sales,low
12167,0.43,0.55,2,129,3,0,1,0,sales,low
12169,0.32,0.5,2,135,5,0,1,0,sales,low
12170,0.45,0.57,2,158,3,0,1,0,sales,low
12171,0.81,0.99,4,259,5,0,1,0,sales,low
12172,0.41,0.46,2,160,3,0,1,1,sales,low
12174,0.1,0.88,6,284,4,0,1,0,sales,low
12176,0.54,0.74,4,164,2,0,1,0,sales,low
12177,0.41,0.48,2,148,3,0,1,0,sales,low
12183,0.89,0.99,5,257,5,0,1,0,accounti,medium
12188,0.4,0.46,2,143,3,0,1,0,hr,medium
12190,0.44,0.51,2,156,3,0,1,0,technica,high
12192,0.92,0.87,4,226,6,1,1,0,technica,medium
12195,0.89,0.95,4,275,5,0,1,0,technica,medium
12204,0.1,0.93,6,256,4,0,1,0,support,low
12212,0.39,0.5,4,294,3,0,1,0,technica,low
12213,0.88,1,5,219,5,0,1,0,technica,low
12217,0.36,0.48,2,158,3,0,1,0,IT,low
12224,0.87,0.9,5,252,5,0,1,0,IT,low
12226,0.9,0.97,4,258,5,0,1,0,accounti,low
12227,0.37,0.46,2,158,3,0,1,0,hr,low
12233,0.11,0.83,6,244,4,0,1,0,accounti,low
12240,0.1,0.97,7,254,4,0,1,0,sales,low
12241,0.1,0.87,7,289,4,0,1,0,sales,low
12248,0.46,0.49,2,148,3,0,1,0,sales,low
12249,0.87,0.91,4,228,5,0,1,0,sales,low
12253,0.19,0.59,7,192,3,0,1,0,sales,low
12254,0.87,0.98,4,248,5,0,1,0,sales,low
12257,0.11,0.81,6,266,4,1,1,0,sales,medium
12261,0.46,0.46,2,154,3,0,1,0,accounti,medium
12264,0.11,0.78,6,260,4,0,1,0,hr,medium
12266,0.84,0.93,4,251,5,0,1,0,technica,medium
12277,0.1,0.97,6,267,4,1,1,0,support,low
12283,0.83,0.92,5,267,6,0,1,0,support,low
12288,0.11,0.79,6,292,4,0,1,1,technica,low
12290,0.36,0.48,2,137,3,0,1,0,technica,low
12291,0.4,0.46,2,128,3,0,1,0,manageme,low
12296,0.38,0.51,2,146,3,0,1,0,IT,medium
12298,0.4,0.52,2,147,3,0,1,0,product_,medium
12300,0.74,0.84,5,249,5,0,1,0,product_,medium
12304,0.37,0.55,2,127,3,0,1,0,RandD,medium
12306,0.45,0.47,2,135,3,0,1,0,RandD,medium
12307,0.37,0.46,2,149,3,0,1,0,marketin,high
12308,0.11,0.81,5,287,4,0,1,0,sales,low
12313,0.4,0.54,2,139,3,0,1,0,marketin,low
12317,0.43,0.47,2,135,3,0,1,0,sales,low
12321,0.41,0.54,2,153,3,1,1,0,sales,low
12325,0.37,0.45,2,131,3,0,1,0,sales,low
12326,0.41,0.52,2,135,3,0,1,0,sales,low
12327,0.37,0.52,2,157,3,0,1,0,sales,low
12329,0.1,0.85,6,266,4,0,1,0,sales,low
12339,0.39,0.5,2,142,3,0,1,0,hr,medium
12340,0.1,0.91,6,246,4,0,1,0,hr,medium
12341,0.09,0.89,7,308,5,0,1,0,hr,medium
12342,0.37,0.47,2,141,3,0,1,0,technica,medium
12343,0.9,1,5,232,5,0,1,0,technica,medium
12344,0.41,0.56,2,143,3,0,1,0,technica,medium
12346,0.1,0.86,6,278,4,0,1,0,technica,high
12347,0.81,1,4,253,5,0,1,0,technica,low
12348,0.11,0.8,6,282,4,0,1,0,technica,medium
12353,0.91,0.91,4,262,6,0,1,0,support,low
12359,0.31,0.62,6,135,5,0,1,0,support,low
12360,0.09,0.91,6,275,4,0,1,0,support,low
12361,0.1,0.87,6,290,4,0,1,0,support,low
12363,0.41,0.54,2,145,3,0,1,0,support,low
12364,0.72,0.96,5,267,5,0,1,0,technica,low
12365,0.4,0.5,2,141,3,1,1,0,technica,low
12369,0.82,0.86,5,243,5,0,1,0,IT,low
12370,0.1,0.82,6,266,4,0,1,0,IT,low
12376,0.73,0.99,5,262,5,0,1,0,product_,medium
12377,0.56,0.71,4,296,2,0,1,0,IT,medium
12398,0.09,0.79,6,293,5,0,1,0,sales,low
12399,0.87,0.83,4,265,6,0,1,0,sales,low
12401,0.91,1,5,251,6,0,1,0,sales,low
12403,0.74,1,5,275,5,0,1,0,sales,low
12406,0.47,0.5,4,254,4,0,1,0,sales,low
12415,0.91,0.97,5,233,5,0,1,0,hr,medium
12420,0.82,0.85,4,223,5,0,1,0,technica,medium
12429,0.37,0.45,2,126,3,0,1,0,support,medium
12431,0.89,0.65,5,195,6,0,1,0,support,low
12435,0.1,0.84,6,309,4,0,1,0,support,low
12440,0.41,0.52,2,136,3,0,1,0,technica,low
12441,0.41,0.48,2,139,3,0,1,0,technica,low
12447,0.44,0.46,2,143,3,0,1,0,IT,low
12448,0.1,0.84,5,298,4,0,1,0,IT,low
12454,0.37,0.54,2,145,3,0,1,0,RandD,medium
12459,0.41,0.48,2,136,3,0,1,0,marketin,medium
12466,0.37,0.54,2,152,3,0,1,0,marketin,medium
12467,0.37,0.48,2,134,3,0,1,0,marketin,medium
12470,0.41,0.52,2,159,3,0,1,0,sales,low
12475,0.87,1,5,242,5,0,1,0,sales,low
12476,0.45,0.57,2,134,3,0,1,0,sales,low
12478,0.09,0.79,6,275,4,0,1,0,sales,low
12484,0.42,0.54,2,143,3,1,1,0,sales,low
12487,0.38,0.49,2,135,3,0,1,0,accounti,low
12492,0.39,0.51,2,151,3,0,1,0,hr,medium
12494,0.1,0.94,6,309,4,0,1,0,technica,medium
12496,0.82,0.99,4,263,6,0,1,0,technica,medium
12497,0.1,0.82,6,244,4,0,1,0,technica,medium
12498,0.59,0.49,7,263,4,0,1,0,technica,medium
12499,0.44,0.48,2,143,3,0,1,0,technica,medium
12502,0.66,0.57,5,161,5,0,1,0,technica,high
12503,0.11,0.87,7,282,5,0,1,0,technica,low
12507,0.83,0.98,4,259,5,0,1,0,support,medium
12511,0.44,0.48,2,146,3,0,1,0,support,low
12515,0.83,0.96,5,275,5,0,1,0,support,low
12521,0.87,0.94,4,274,5,0,1,0,IT,low
12524,0.74,0.82,4,239,6,0,1,0,IT,low
12527,0.41,0.45,2,144,3,1,1,0,product_,low
12529,0.09,0.8,6,301,5,0,1,0,IT,medium
12530,0.39,0.57,2,145,3,0,1,0,accounti,medium
12531,0.4,0.56,2,137,3,0,1,0,accounti,medium
12534,0.43,0.51,2,136,3,0,1,0,hr,medium
12535,0.75,0.85,5,240,6,1,1,0,marketin,medium
12540,0.11,0.94,7,244,4,0,1,0,manageme,medium
12541,0.45,0.54,2,129,3,0,1,0,marketin,high
12543,0.77,0.91,5,236,5,0,1,0,marketin,medium
12544,0.89,0.92,5,237,5,0,1,0,sales,medium
12546,0.78,1,5,236,5,0,1,0,sales,medium
12548,0.37,0.5,2,141,3,0,1,0,sales,low
12550,0.41,0.47,2,138,3,0,1,0,sales,low
12554,0.79,1,5,257,6,0,1,0,sales,low
12556,0.1,0.9,7,281,4,0,1,0,sales,low
12557,0.46,0.48,2,141,3,1,1,0,sales,low
12558,0.43,0.57,2,157,3,0,1,0,sales,low
12564,0.1,0.77,7,291,4,0,1,0,accounti,low
12569,0.44,0.51,2,134,3,0,1,0,hr,medium
12571,0.44,0.52,2,137,3,0,1,0,technica,medium
12572,0.73,1,4,252,5,0,1,0,technica,medium
12573,0.75,0.97,5,243,6,0,1,0,technica,medium
12576,0.39,0.49,2,129,3,0,1,0,technica,medium
12577,0.48,0.78,2,198,2,0,1,0,technica,medium
12578,0.57,0.72,4,275,6,0,1,0,technica,medium
12579,0.9,0.96,5,243,5,0,1,0,technica,medium
12580,0.39,0.55,2,159,3,0,1,0,technica,high
12581,0.44,0.51,2,145,3,0,1,0,support,low
12584,0.44,0.56,2,145,3,0,1,0,support,medium
12585,0.41,0.56,2,154,3,0,1,1,support,medium
12586,0.4,0.51,2,139,3,0,1,0,support,low
12588,0.8,0.83,2,211,3,0,1,0,support,low
12597,0.86,0.84,5,222,5,0,1,0,IT,low
12598,0.11,0.9,6,263,4,0,1,0,IT,low
12601,0.77,0.98,5,259,6,0,1,0,product_,low
12602,0.84,0.94,5,222,6,0,1,0,product_,low
12603,0.1,0.84,7,250,4,0,1,0,product_,low
12612,0.39,0.53,2,127,3,0,1,0,sales,medium
12613,0.37,0.47,2,138,3,1,1,0,accounti,medium
12614,0.81,0.97,5,243,5,0,1,0,support,medium
12616,0.1,0.88,7,267,4,0,1,0,manageme,medium
12617,0.39,0.49,2,144,3,0,1,0,marketin,medium
12629,0.72,0.85,5,244,6,0,1,0,sales,low
12630,0.46,0.54,2,144,3,0,1,0,sales,low
12632,0.34,0.67,4,141,2,0,1,0,sales,low
12633,0.11,0.89,6,260,5,0,1,0,sales,low
12636,0.39,0.57,2,127,3,0,1,0,sales,low
12637,0.44,0.53,2,140,3,0,1,0,sales,low
12638,0.43,0.52,2,147,3,0,1,0,sales,low
12641,0.37,0.52,2,128,3,0,1,0,accounti,low
12644,0.37,0.47,2,148,3,0,1,0,hr,low
12645,0.58,0.62,4,238,3,0,1,0,hr,low
12648,0.46,0.5,2,151,3,0,1,0,technica,medium
12649,0.45,0.54,2,129,3,0,1,0,technica,medium
12650,0.46,0.5,2,156,3,0,1,0,technica,medium
12652,0.09,0.88,6,269,4,0,1,0,technica,medium
12653,0.09,0.77,6,290,4,0,1,0,technica,medium
12656,0.77,1,4,232,5,0,1,0,technica,medium
12661,0.44,0.5,2,130,3,0,1,0,support,medium
12662,0.39,0.46,2,136,3,0,1,0,support,medium
12667,0.46,0.62,6,213,3,0,1,0,support,low
12669,0.1,0.92,6,258,4,0,1,0,technica,low
12670,0.72,0.6,3,153,5,0,1,0,technica,low
12671,0.11,0.95,6,245,4,0,1,0,manageme,low
12674,0.37,0.46,2,149,3,0,1,0,IT,low
12675,0.46,0.5,2,157,3,0,1,0,IT,low
12677,0.11,0.82,6,270,4,0,1,0,product_,low
12681,0.1,0.83,6,269,4,0,1,0,IT,low
12683,0.11,0.87,7,278,4,0,1,0,sales,low
12689,0.09,0.82,6,257,4,0,1,0,accounti,medium
12690,0.87,1,4,228,5,0,1,0,support,medium
12695,0.78,0.71,3,249,5,0,1,0,marketin,medium
12696,0.35,0.99,3,236,4,0,1,0,sales,medium
12698,0.11,0.8,6,306,4,0,1,0,sales,low
12699,0.43,0.48,2,135,3,0,1,0,sales,medium
12704,0.44,0.53,2,159,3,0,1,0,sales,low
12706,0.45,0.54,2,152,3,0,1,0,sales,low
12709,0.11,0.87,6,255,4,0,1,0,sales,low
12710,0.42,0.48,2,140,3,0,1,0,sales,low
12712,0.4,0.55,2,159,3,0,1,0,sales,low
12718,0.11,0.78,6,243,4,0,1,0,hr,low
12719,0.91,1,5,244,6,0,1,0,hr,low
12722,0.31,0.87,4,184,3,0,1,0,technica,low
12726,0.43,0.46,2,149,3,0,1,0,technica,medium
12729,0.43,0.49,2,160,3,0,1,0,technica,medium
12732,0.79,0.94,4,232,5,0,1,0,technica,medium
12737,0.81,0.91,4,229,5,0,1,0,support,low
12740,0.11,0.85,7,275,4,0,1,0,support,medium
12741,0.1,0.89,7,291,4,0,1,0,support,medium
12744,0.11,0.9,6,301,4,0,1,0,technica,low
12746,0.11,0.78,6,245,4,0,1,0,technica,low
12748,0.43,0.51,2,130,3,0,1,0,IT,low
12755,0.66,0.93,5,253,5,0,1,0,product_,low
12759,0.39,0.54,2,127,3,0,1,0,sales,low
12761,0.1,0.9,7,290,4,0,1,0,sales,low
12766,0.09,0.87,3,214,2,0,1,0,support,medium
12767,0.75,0.81,5,227,5,0,1,0,technica,medium
12775,0.38,0.5,2,152,3,0,1,0,sales,high
12776,0.39,0.57,2,158,3,0,1,0,sales,low
12778,0.11,0.93,6,294,4,0,1,0,sales,medium
12782,0.91,0.96,4,232,5,0,1,0,sales,low
12791,0.52,0.79,4,234,3,0,0,0,support,low
12792,0.82,0.49,4,276,4,0,0,0,support,low
12796,0.61,0.98,2,238,4,0,0,0,support,medium
12799,0.75,0.83,3,146,3,0,0,0,support,medium
12801,0.59,0.88,3,159,2,0,0,0,technica,medium
12803,0.98,0.79,5,257,4,0,0,0,technica,medium
12805,0.61,0.67,4,151,3,0,0,0,IT,high
12807,0.55,0.93,5,196,3,0,0,0,IT,medium
12809,0.79,0.44,2,236,3,0,0,0,IT,medium
12810,0.52,0.98,4,265,3,0,0,0,product_,medium
12817,0.61,0.75,3,140,3,0,0,0,RandD,low
12820,0.96,0.51,4,225,3,0,0,0,marketin,medium
12822,0.19,0.58,4,173,5,0,0,0,accounti,medium
12823,0.52,0.97,4,170,3,0,0,0,support,medium
12826,0.89,0.92,3,195,2,0,0,0,marketin,medium
12832,0.39,0.37,5,156,4,0,0,0,sales,medium
12843,0.6,0.62,5,165,2,0,0,0,sales,medium
12846,0.56,0.99,4,230,3,0,0,0,sales,high
12851,0.75,0.83,4,133,4,0,0,0,hr,high
12852,0.85,0.66,4,155,4,0,0,0,hr,high
12853,0.93,0.59,3,202,2,0,0,0,hr,high
12860,0.99,0.81,3,183,2,0,0,0,technica,low
12861,0.62,0.64,4,163,3,0,0,0,technica,low
12862,0.59,0.69,3,162,3,0,0,0,technica,low
12864,0.19,0.63,4,278,6,0,0,0,technica,low
12867,0.96,0.85,5,168,2,0,0,0,support,low
12870,0.63,0.78,4,275,3,0,0,0,support,low
12871,0.92,0.68,5,177,4,0,0,0,support,medium
12874,0.8,0.66,4,223,3,0,0,0,support,medium
12876,0.37,0.72,3,169,2,1,0,0,support,medium
12878,0.88,0.99,5,253,2,0,0,0,technica,medium
12879,0.79,0.87,3,194,2,0,0,0,technica,medium
12880,0.65,0.88,4,173,3,0,0,0,manageme,medium
12881,0.72,0.7,4,172,3,0,0,0,IT,medium
12883,0.37,0.51,2,153,3,0,0,0,IT,high
12884,0.87,0.97,4,243,3,0,0,0,IT,high
12886,0.72,0.79,3,221,3,0,0,0,product_,high
12887,0.36,0.55,3,191,3,0,0,0,product_,high
12892,0.92,0.76,5,132,3,1,0,0,RandD,low
12893,0.82,0.49,4,180,2,0,0,0,RandD,low
12894,0.18,0.54,4,145,5,0,0,0,RandD,low
12895,0.73,0.48,4,139,2,0,0,0,RandD,low
12900,0.76,0.74,4,261,3,0,0,0,technica,medium
12904,0.71,0.9,3,138,3,0,0,0,marketin,medium
12905,0.73,0.97,4,163,3,0,0,0,sales,medium
12907,0.6,0.59,4,201,3,0,0,0,sales,medium
12910,0.88,0.65,5,228,3,0,0,0,sales,medium
12913,0.22,0.61,3,148,5,0,0,0,sales,medium
12914,0.59,0.96,5,211,3,0,0,0,sales,medium
12916,0.54,0.41,3,175,3,0,0,0,sales,medium
12918,0.93,0.59,3,273,2,1,0,0,sales,medium
12922,0.89,0.51,4,185,3,1,0,0,sales,high
12926,0.14,0.66,5,281,4,1,0,0,accounti,medium
12928,0.98,0.91,3,165,2,1,0,0,hr,medium
12929,0.71,0.59,4,143,2,0,0,0,hr,medium
12935,0.6,0.8,4,253,2,0,0,0,technica,low
12936,0.82,0.62,3,152,6,0,0,0,technica,low
12948,0.87,0.93,3,173,2,0,0,0,support,low
12949,0.7,0.95,4,231,3,0,0,0,support,medium
12951,0.69,0.75,5,196,3,0,0,0,support,medium
12958,0.87,0.64,5,234,2,1,0,0,IT,medium
12960,0.14,0.73,6,237,5,0,0,0,IT,medium
12963,0.84,0.96,6,155,5,0,0,0,product_,medium
12965,0.6,0.86,6,247,6,0,0,0,product_,medium
12970,0.51,0.52,5,261,3,1,0,0,RandD,low
12971,0.58,0.77,4,140,3,0,0,0,RandD,low
12975,0.28,0.37,3,164,4,1,0,0,accounti,low
12976,0.94,0.52,4,217,6,1,0,0,support,low
12985,0.95,0.53,3,264,3,0,0,0,sales,low
12987,0.24,0.62,5,199,4,0,0,0,sales,low
12990,0.92,0.98,3,257,3,0,0,1,sales,medium
12997,0.94,0.86,3,221,3,1,0,0,sales,medium
12998,0.94,0.88,4,262,2,0,0,0,sales,medium
12999,0.67,0.6,5,253,6,0,0,0,sales,medium
13001,0.62,0.94,4,252,4,0,0,0,accounti,low
13002,0.38,0.52,2,171,3,0,0,0,accounti,medium
13003,0.8,0.77,4,194,3,0,0,0,accounti,medium
13007,0.56,0.74,3,154,2,0,0,0,hr,medium
13008,1,0.55,4,186,4,1,0,0,technica,medium
13009,0.73,0.86,3,200,4,0,0,0,technica,medium
13013,0.9,0.77,4,273,2,0,0,0,technica,low
13018,0.95,0.67,4,261,3,0,0,0,technica,low
13020,0.27,0.48,4,185,2,0,0,0,support,low
13022,0.68,0.76,3,260,4,0,0,0,support,low
13024,0.91,0.75,4,159,3,1,0,0,support,low
13029,0.52,0.38,2,103,3,0,0,0,support,medium
13036,0.77,0.5,3,141,3,0,0,0,IT,medium
13037,0.73,0.93,3,249,2,0,0,0,IT,medium
13039,0.65,0.98,3,252,2,0,0,0,product_,high
13044,0.47,0.53,3,111,4,0,0,0,RandD,medium
13045,0.96,0.81,3,247,3,0,0,0,RandD,low
13048,0.68,0.49,3,178,3,1,0,0,RandD,low
13049,0.86,0.66,4,251,3,0,0,0,RandD,low
13051,0.9,0.67,2,229,4,0,0,0,sales,low
13052,0.63,0.64,3,180,3,0,0,0,accounti,low
13053,0.71,0.72,3,271,2,0,0,0,support,low
13054,0.71,0.68,5,226,3,0,0,0,technica,low
13055,0.95,0.62,4,150,2,0,0,0,manageme,low
13056,0.51,0.86,4,260,3,1,0,0,marketin,low
13061,0.61,0.73,5,156,4,0,0,0,sales,low
13062,0.97,0.89,4,248,2,0,0,0,sales,low
13067,0.77,0.83,3,175,3,0,0,1,sales,medium
13068,0.78,0.4,4,145,5,1,0,1,sales,medium
13069,0.6,0.96,4,220,3,1,0,1,sales,medium
13071,0.73,0.69,3,228,2,0,0,1,sales,medium
13072,0.76,0.94,3,189,3,0,0,0,sales,medium
13074,0.2,0.98,3,180,6,0,0,0,sales,medium
13075,0.5,0.77,4,180,3,0,0,0,sales,medium
13077,0.96,0.68,3,132,2,0,0,0,sales,medium
13083,0.58,0.48,3,135,3,1,0,0,hr,medium
13085,0.62,0.71,4,268,3,0,0,0,technica,low
13089,0.52,0.98,5,217,2,1,0,0,technica,low
13090,1,0.88,6,201,4,0,0,0,technica,low
13103,0.8,0.55,4,178,2,1,0,0,support,low
13107,0.75,0.76,3,269,2,1,0,0,technica,medium
13110,0.88,0.85,3,220,3,0,0,0,manageme,medium
13111,0.89,0.91,3,233,2,0,0,0,IT,medium
13112,1,0.79,5,171,5,0,0,0,IT,medium
13113,0.66,0.91,4,234,2,1,0,0,IT,medium
13114,0.76,0.92,3,176,2,0,0,0,IT,medium
13117,0.73,0.93,3,205,3,0,0,0,product_,high
13120,0.47,0.46,2,152,2,0,0,0,IT,medium
13123,0.81,0.62,4,153,4,0,0,0,RandD,low
13128,0.79,0.79,4,231,2,0,0,0,sales,low
13129,0.99,0.73,4,240,4,0,0,0,accounti,low
13133,0.55,0.98,4,185,2,1,0,0,marketin,low
13136,0.92,0.67,2,252,2,0,0,0,sales,low
13137,0.99,0.75,4,163,2,0,0,0,sales,low
13139,0.49,0.52,3,156,2,0,0,0,sales,low
13140,0.98,0.58,3,183,3,0,0,0,sales,low
13151,0.52,0.63,3,233,3,0,0,1,sales,medium
13153,0.81,0.92,5,258,3,0,0,1,sales,medium
13154,0.16,0.82,6,202,4,1,0,1,sales,medium
13158,0.88,0.51,3,208,3,0,0,0,hr,medium
13160,0.76,0.79,5,187,4,0,0,0,hr,medium
13162,0.93,0.9,4,256,4,0,0,0,technica,low
13164,0.19,0.94,4,196,5,0,0,0,technica,low
13167,0.83,0.99,5,132,3,0,0,0,technica,low
13168,0.69,0.53,3,153,3,0,0,0,technica,low
13170,0.88,0.72,5,244,2,0,0,0,technica,low
13172,0.83,0.49,4,218,2,0,0,0,technica,low
13173,0.94,0.52,5,133,3,0,0,0,support,low
13174,0.65,0.79,5,233,3,0,0,0,support,low
13175,0.6,0.6,4,147,3,0,0,0,support,low
13176,0.52,0.43,3,176,3,0,0,0,support,low
13177,0.66,0.89,4,169,4,0,0,0,support,low
13178,0.87,0.87,4,144,3,0,0,0,support,low
13179,0.2,0.99,5,151,3,1,0,0,support,low
13182,0.48,0.61,3,251,3,0,0,0,support,medium
13183,0.8,0.8,4,263,4,0,0,0,support,medium
13184,0.89,0.74,5,260,6,0,0,0,technica,medium
13185,0.67,0.63,3,227,3,0,0,0,technica,medium
13188,0.69,0.52,3,186,3,0,0,0,IT,medium
13193,0.75,0.78,2,259,3,0,0,0,product_,low
13196,0.99,0.99,4,163,4,0,0,0,product_,medium
13200,0.32,0.86,4,266,4,0,0,0,RandD,low
13209,0.51,0.58,4,140,2,1,0,0,product_,low
13210,0.82,0.59,5,170,3,0,0,0,product_,low
13212,0.49,0.6,2,113,5,0,0,0,IT,low
13214,0.13,0.5,3,137,5,0,0,0,RandD,low
13216,0.83,0.91,3,155,3,0,0,0,RandD,low
13218,0.8,0.81,5,248,2,1,0,0,RandD,low
13219,0.49,0.67,2,190,8,0,0,0,marketin,medium
13225,0.51,0.8,4,198,6,0,0,0,marketin,medium
13226,0.52,0.89,3,188,6,0,0,0,marketin,medium
13227,0.64,0.56,3,257,6,0,0,0,marketin,medium
